title,arousal,character,characters_involved,dominance,episode,episode_title,full_dialogue,given_circumstances,importance,internal_thoughts,motivation,pleasure,reflection,scene_arc,scene_id,scene_number,season
Angela cries over Michael's protocol violation | control,0.7,Angela,Angela,-0.5,10,Christmas Party,Angela: Michael should have asked the party planning committee first. He's not supposed to just spring things on us out of nowhere. [starts to cry],"Michael has just unilaterally converted Secret Santa to Yankee Swap, bypassing the party planning committee entirely.",6,I cried a little. I am aware I cried a little. It is not just about the party. It is about being disregarded. I planned everything. He walked in and changed it and told me to shut it. I did not deserve that.,I need people to follow the process I set up.,-0.7,I need to keep it together. The party is still happening.,"Angela delivers a tearful talking head about being bypassed, showing how deeply the breach of process has affected her.",S2E10-SC25,25,2
Kelly is horrified by the baby poster and immediately steals the iPod | emotional immediacy,0.5,Angela,"Angela, Dwight, Kelly, Toby",0.6,10,Christmas Party,"Kelly: [unwrapping the poster] Yikes.
Toby: Well, it's for Angela, so ..
Kelly: That's like, the creepiest thing that I've ever seen.
Toby: ...
Dwight: Angela, you're up.
Angela: I'll take the poster. Some people like these.
Kelly: I will steal the iPod.",The Yankee Swap continues. Toby's gift (the baby-dressed-as-adult poster meant for Angela) has ended up with Kelly through the swap.,4,Kelly said yikes. Kelly does not understand art or beauty. Some people like these. I like these. The poster is mine and I am not going to defend my aesthetic preferences to Kelly.,I want my poster. It is not creepy. People who say it is creepy have poor taste.,0.2,I have the poster. Kelly's opinion is noted and discarded.,Kelly is horrified by the poster. Toby tries to explain it was for Angela. Angela claims it and defends it. Kelly takes the iPod.,S2E10-SC27,27,2
Michael brings illegal alcohol to save the party | performance,0.8,Angela,"Angela, Meredith, Michael, Toby",-0.3,10,Christmas Party,"Michael: Uh-oh. Looks like Santa was a little naughty.
Angela: What is that?
Michael: This is Christmas spirit, as in spirits, booze.
Meredith: We can drink?
Toby: We're really not supposed to serve alcohol.
Michael: Zip it, Toby! Just .. I mean, it's a party. Come on. If I can't throw a good party for my employees, then I am a terrible boss. Who wants a drink?
Meredith: Me. Please.
Michael: Go, here we go!",Michael has returned from the liquor store with fifteen bottles of vodka. Corporate policy prohibits alcohol at work events. Toby is HR.,5,"He brought vodka. Fifteen bottles, from the look of it. Toby said something. Michael told Toby to zip it. I am not equipped to stop this. This is going to end badly and it will be in the record.",I need someone to enforce the policy that Michael is about to violate.,-0.7,I am not responsible for what happens next.,Michael enters with alcohol. Angela is alarmed. Meredith is delighted. Toby flags the policy. Michael shuts Toby down and distributes drinks.,S2E10-SC44,44,2
Michael patrols the party with his camera looking for spectacular moments | performance,0.5,Angela,"Angela, Michael, Ryan",0.6,10,Christmas Party,"Michael: Anybody making out in here? [checks hallway] Not yet, give it time. Oh, hey, Ebenezer, boink. [takes picture of Jim] Okay, how's it going in here? [takes picture of Meredith and Kevin]
Ryan: We're running low on cups. Do you want me to just run out and get some?
Angela: There should be some ..
Michael: No, no, no, no. We'll find some, don't leave the party.",The party is in full swing. Michael has his digital camera. He's touring the party looking for spectacular moments. Ryan is trying to be useful.,2,I was about to tell Ryan where the cups were. Michael preempted with an unnecessary instruction. The cups will need to be found anyway.,I want the cups situation handled.,-0.3,The cups problem isn't solved. I'll handle it.,"Michael tours with his camera taking pictures, hoping to manufacture his newsletter cover. Ryan flags a cups shortage. Michael vetoes leaving the party.",S2E10-SC48,48,2
Angela confronts Kelly about kissing Dwight | control,0.8,Angela,"Angela, Kelly",0.3,10,Christmas Party,"Angela: You behaved very badly tonight.
Kelly: Sorry?",The party is ending. Angela is confronting Kelly about the kiss with Dwight.,5,She kissed Dwight. That is — it happened in front of people and it was a breach of propriety. I said she behaved badly. She said 'sorry?' like she didn't know what I was talking about. She knows what I'm talking about.,I need to say this to Kelly. What she did was improper.,-0.7,It was said. Kelly knows. Whether she cares is her problem.,Angela tells Kelly she behaved badly. Kelly responds with a surprised 'sorry?',S2E10-SC83,83,2
Angela asks Dwight to leave the helm; he refuses in the name of duty | loyalty,0.7,Angela,"Angela, Dwight",-0.2,11,Booze Cruise,"Dwight: [singing] What do you do with a drunken sailor? What do you do with a drunken sailor? What do you do with a drunken sailor early in the morning?
Angela: Hey, come inside and talk to me.
Dwight: I can't. Do you want us to run aground, woman?!","Dwight is at the helm, singing to himself. Angela has come to find him.",4,"He's singing about drunken sailors and steering a lake boat and won't come inside to talk to me for two minutes. He shouted 'do you want us to run aground, woman.' I am his girlfriend. He is steering a party cruise on a calm lake. This is disproportionate.",Angela wants a moment of private connection with Dwight and sees the helm as an excuse rather than a real obligation.,-0.5,He yelled at me for wanting to talk. I'm going to be fine. But I'm noting this.,"Angela tries to get Dwight to leave the helm and spend time with her; Dwight refuses on duty grounds, shouting at her for suggesting it.",S2E11-SC24,24,2
Darryl calls Angela a bitch and then agrees with her | incidental,0.8,Angela,"Angela, Darryl",-0.1,11,Booze Cruise,"Darryl: [speaking Spanish] Por favor, tequila seoor.
Angela: I think you've had enough.
Darryl: What you say, bitch? You know, you might be right.
Angela: ...",Darryl has been drinking. Angela is present.,3,He called me a bitch. And then he agreed with me. I'm choosing to receive the agreement and set aside the other part. He's not wrong that he's had enough.,Angela is trying to maintain some order and is monitoring the alcohol situation.,-0.6,He agreed. That's what matters.,Darryl asks for tequila in Spanish. Angela tells him he's had enough. Darryl calls Angela a bitch and then immediately concedes she's probably right.,S2E11-SC50,50,2
Dwight flirts with Angela in their secret private way | concealed intimacy,0.7,Angela,"Angela, Dwight",0.3,12,The Injury,"Dwight: Huh. Do you like candy?
Angela: It's alright.
Dwight: Cause you're sweeter than candy.
Angela: What is wrong with you? [Dwight pats Angela on the rear and runs away laughing]
Angela: Hey!",Dwight and Angela are in a secret relationship that the rest of the office does not know about. Dwight approaches Angela at her desk.,4,He's being ridiculous. I love that he's being ridiculous. I have to look offended. I am offended. I'm also not offended at all.,To maintain the appearance of distance while receiving the interaction she actually wants.,0.7,He ran away laughing. I said hey. This is what we have and it's enough.,"Dwight delivers a corny compliment, Angela responds with performative disapproval, Dwight pats her and runs away laughing. The interaction is brief and coded — it reads as harassment to observers but is actually a private shared joke between people who are together.",S2E12-SC15,15,2
Dwight collapses at his desk and must be taken to the hospital; Pam says goodbye | concussion crisis and unexpected tenderness,0.9,Angela,"Angela, Dwight, Jim, Meredith, Michael, Pam",-0.6,12,The Injury,"Michael: Uh, finally feel the blood coursing through my foot veins.
Dwight: [hits his head on his desk]  Uh, ugh, ohhhh...
Jim: Uh, ok, I think we need to take him to the hospital because I'm pretty sure he has a concussion.
Michael: Oh, now you feel some compassion for him.
Angela: He needs to go right now, and you're his emergency contact.  I think that you should go with him.
Michael: Why don't you go with him?
Angela: I, barely know him...
Dwight: I want Michael to take me...
Michael: I can't take you, I don't have my car and yours is all vomity.
Meredith: You can take my van!
Michael: Oh, ok, that's, great.  No, I can't drive.  Jim why don't you drive.
Jim: Fine.
Michael: We'll go.  I'm still recovering. So let's just, Ryan, could you get my coat please.
Jim: Slowly, slowly.  Let's just get to the elevator.
Dwight: Choo choo choo choo choo choo...
Jim: What are you doing?  What, stop...
Dwight: Vietnam sounds.
Jim: [Dwight falls onto the couch] Stop, stop, stop, stop.
Dwight: Tired... [Jim grabs spray bottle from planter]
Jim: You can't lay down.
Dwight: Want to take a rake... .
Jim: Wake up. [sprays Dwight]
Dwight: Ahh!
Pam: Dwight, here, let me help you Dwight.
Jim: I'm just gonna get...
Dwight: Ok, Pam, thanks.
Pam: Get up, get up.
Dwight: You're the best.
Pam: Yeah.
Jim: Just keep him awake.
Dwight: It smells like chicken soup.
Pam: I know.
Dwight: I have to go to the hospital.
Dwight: Where we going?
Pam: I just want to say goodbye ok?
Dwight: I'll be back, I mean...
Pam: Yes, I know, but it's gonna be different.
Dwight: Why?
Pam: It's just hard to explain.
Dwight: Aw, Pam, you're adorable [taps her nose]
Pam: Oh my goodness!
Dwight: [giggles]
Pam: Come here.
Dwight: Oh, huggy hugs.",Dwight has been showing signs of concussion all day since crashing his car into a pole that morning. He has been deteriorating. Angela is his emergency contact. Meredith has a van. Jim will drive.,7,He needs to go now. I'm his emergency contact. I cannot go with him because then people will see my face when I look at him. I barely know him. That's what I said. I barely know him. I hate saying that.,To ensure Dwight gets care without revealing that she cares.,-0.8,He went with Michael. Michael went. That's actually fine. That's what Dwight wanted.,"Dwight collapses at his desk from his untreated concussion. The office mobilizes to get him to the hospital. Angela reveals she barely knows him while being his emergency contact. Pam helps get Dwight to his feet, and the two share a genuine, strange goodbye — Pam tells him it will be different after this, meaning the friendship will be acknowledged. Dwight, delirious, taps her nose and they hug.",S2E12-SC27,27,2
Angela discovers Michael is rubbing butter on his foot and mistakes it for popcorn | accidental horror,0.8,Angela,Angela,-0.7,12,The Injury,Angela: Ooo! Who made popcorn? [Michael rubbing butter on his foot],Michael is in his office applying butter to his foot. Angela walks by and smells something.,2,Popcorn. Someone made popcorn. I want some. Oh.,To find the popcorn.,-0.9,That was not popcorn.,Angela is drawn in by what she thinks is popcorn. The source is Michael's foot butter ritual. The scene ends before she has to process what she's seeing.,S2E12-SC43,43,2
Dwight assigns cleaning tasks and fixates on Oscar's absence | suspicion,0.5,Angela,"Angela, Dwight, Kevin",0.6,13,The Secret,"Dwight: Meredith, men's room. Make sure you replace the urinal cakes.  They're worn down. Kevin file drawers. Angela kitchen. Oscar dusting. Where is Oscar?
Angela: He's out sick.
Dwight: That's unacceptable.
Angela: I agree it's unacceptable. [longing look]
Kevin: Whhh... What are you guys doing?","Dwight is organizing spring cleaning assignments for the office. Oscar is absent, which immediately stands out to him.",5,"Dwight notices what matters. I notice that Dwight notices. Kevin has no idea what is going on, which feels normal.",To align herself with Dwight's seriousness and shared standards.,0.4,Shared standards are attractive. Chaos is not.,Dwight hands out tasks and notices Oscar is missing. Angela validates Dwight's concern while Kevin remains confused by the whole operation.,S02E13-SC7,7,2
Michael gets caught trying to expense Hooters | exposure,0.6,Angela,"Angela, Kevin, Michael, Toby",0.5,13,The Secret,"Michael: [Michael messes up hair to look like Jim's] Expenses.
Kevin: Michael is that a wig?
Michael: No. It's... I wear it like that sometimes. Is that a wig?
Kevin: No.
Angela: This is from Hooters.
Michael: Yeah, it's a business lunch.
Angela: Did Toby approve this?
Michael: No he did not. I don't need his permission.
Toby: You just got your corporate credit card back. Do you really want me to take it away again?",Michael is trying to classify lunch with Jim as a business expense. Other people notice before the paperwork can quietly pass through.,5,This evidence is obvious and tacky. Somebody has to name what it is.,To call out something improper when she sees it.,0.3,"If something is tacky, I will say so.","Kevin questions Michael's appearance, Angela notices the Hooters receipt, and Toby reminds Michael that his credit-card privileges are already fragile. Michael's attempt to normalize the lunch collapses.",S02E13-SC28,28,2
Phyllis asks Angela to pick Jim or Roy and Angela chooses Roy | gossip,0.2,Angela,"Angela, Phyllis",0.4,13,The Secret,"Phyllis: Angela who would you choose Jim or Roy?
Angela: It's nobody's business, Phyllis. Roy.",The office has started gossiping after Michael let Jim's secret slip. Phyllis pulls Angela into the conversation.,4,"It is nobody's business. Roy. There, done.",To signal judgment while still giving an answer.,-0.1,Giving one answer does not mean I joined the talk. Probably.,Phyllis asks Angela whom she would choose between Jim and Roy. Angela resists the gossip on principle and then still gives a one-word answer.,S02E13-SC31,31,2
Michael announces a sales contest with $83; decides to compete himself | competition created and immediately corrupted,0.7,Angela,"Angela, Dwight, Michael, Oscar, Phyllis",-0.1,14,The Secret,"Michael: Hi, guys.
Angela: We haven't finished getting things in order from your last visit.
Michael: I'm just walking around.
Angela: Were you?
Michael: Well, yeah.
Oscar: It's just that we're really swamped over here, Michael.
Michael: Oh, and I'm not?  Why would you say that? Because I'm having fun?  You guys just are workin' for the weekend, aren't you?  I'm workin' for the week.  Sales team, listen to me.  This is what we're gonna do.  I'm gonna up the ante a little bit literally.  Right here, I'm gonna put a crisp one hundred dollar bill.  The person with the most sales at the end of the day gets to keep the cash.  Sound good?
Dwight: Yeah!
Michael: [counting cash] Seventy, eighty, one, two three.  Eighty-three dollars.  Still a lotta money and I'm going to ... [moves money after seeing workmen walk by] ... I'm gonna leave it right over here where everybody can see it.  I will be taking Jim's clients today because he is not here and out of sight, out of the contest.  Let's see who winds up with the cash, shall we?
Phyllis: You're gonna compete against us?
Michael: Oh, it is on, Phyllis, it is so on!
Dwight: It is so on!
Michael: God, this is gonna be fun.
Dwight: Michael is gonna wipe the floor with us!",Michael is in the accounting area and wants to create motivation. He proposes a sales contest with cash.,3,He's back. He just raided us. He's walking around like that's fine. I'm telling him we haven't recovered. He doesn't care.,To recover her area from the previous raid and minimize further disruption.,-0.6,He ignored me and started a contest. Now we have a contest.,Michael announces a $100 prize contest that turns out to be $83. He also decides to compete in the contest himself and claim Jim's clients for the day. Phyllis notes the obvious conflict. Michael confirms he is competing. Dwight helpfully declares Michael will win.,S2E14-SC36,36,2
Angela says obviously Kevin did it | swift certain blame,0.4,Angela,Angela,0.7,14,The Secret,"Angela: Obviously, this was Kevin. This is his sense of humor exactly.",Angela addresses the camera about the carpet incident.,2,Kevin. It's Kevin. This is what Kevin finds funny. Obviously.,To name the guilty party.,0.2,Kevin did it. I'm certain.,"Angela delivers her verdict on the carpet incident: Kevin, obviously.",S2E14-SC58,58,2
Angela tells Dwight he could out-sell Michael any day | private validation,0.6,Angela,"Angela, Dwight",0.4,14,The Secret,"Dwight: Okay, look, I know what you're gonna say. That I'm not standing up for myself. But you know what? It's complicated and I really don't appreciate all the badgering.
Angela: You could out-sell Michael any day.",Dwight has been coaching-managed and sale-stolen by Michael. Angela knows this.,7,He's defending himself before I've said anything. He's right — it's complicated. I know the Michael thing. I'm not going to badger him. He needs to hear this: he's better than Michael. He is.,"To give Dwight the thing he actually needs, not the critique she could give.",0.8,I said the true thing. He needed to hear it.,Dwight anticipates criticism from Angela for not defending himself against Michael. Angela instead delivers the exact validation he needed: he could out-sell Michael any day. She says it plainly.,S2E14-SC67,67,2
Jan runs a 'what you're good at' exercise; Meredith almost says alcoholic; Phyllis's spreadsheets are challenged by Angela | skills circle,0.4,Angela,"Angela, Jan, Meredith, Phyllis",0.7,15,Boys and Girls,"Jan: Why don't we go around the table and all say something that we know we're good at. I will start. I am good at public speaking.
Meredith: Hi. I'm Meredith and I'm an alch... good at supplier relations.
Jan: Great. Phyllis?
Phyllis: I'm good at computer stuff, emails, spreadsheets, all that.
Angela: [disbelieving] Really?
Phyllis: I don't know. I thought that I wasn't going to be asked that...
Jan: No. Okay. Stop. Go on...
Angela: I've seen some of your spreadsheets.
Phyllis: Really? I thought they were pretty...",The women's seminar is running a self-affirmation exercise.,3,I've seen her spreadsheets. The claim does not match the evidence.,To maintain accuracy.,0.2,I said what I know to be true.,Jan models the exercise. Meredith nearly identifies herself as an alcoholic before pivoting to supplier relations. Phyllis claims spreadsheet skills; Angela immediately challenges this based on firsthand experience.,S2E15-SC16,16,2
Angela says she gains nothing from the seminar and that Jan aspires to be a whore based on her outfit | judgment delivered privately,0.5,Angela,Angela,0.8,15,Boys and Girls,"Angela: I'm not gaining anything from this seminar. I'm a professional woman. The head of accounting. I'm in the healthiest relationship of my life. I just think it's insulting that Jan thinks we need this. And, apparently, judging from her outfit, Jan aspires to be a whore.",Angela addresses the camera during the clothing discussion.,5,"I don't need this. Head of accounting. Healthiest relationship of my life — Dwight. Insulting that Jan thinks we need this. Her outfit. If she's teaching dress-for-the-job-you-want, that outfit says something specific.",To register her objection to the seminar and evaluate Jan's clothing credibility.,0.1,The outfit assessment was accurate based on the principle she just taught.,"Angela dismisses the seminar as unnecessary for someone at her level, judges Jan's outfit harshly, and closes with the healthiest relationship of her life — a statement that must be read in the context of the secret Dwight relationship.",S2E15-SC32,32,2
Angela asks if Jan is married; Jan says divorced; Kelly says that's probably why she hooked up with Michael; Jan redirects to careers; Kelly says how can someone so beautiful be so sad | the women see Jan clearly,0.3,Angela,"Angela, Jan, Kelly, Phyllis",0.6,15,Boys and Girls,"Angela: Are you married?
Jan: I'm divorced.
Phyllis: That must have been hard.
Jan: It was. Yes.
Kelly: You were probably feeling really depressed and sad and that's why you did that thing with Michael.
Jan: I think you should all spend a little more time thinking about your careers and less time on personal stuff.
Phyllis: Mmmm, I think we're all okay with the balance we've struck.
Angela: At least you don't have kids. You have no kids, right? Thank God.
Jan: Okay. Let's take five. I think we can all use five.
Kelly: How can someone so beautiful be so sad?",The seminar has moved into personal territory.,3,At least no kids. That's a genuine consolation.,To note the silver lining of Jan's childlessness.,0.2,No kids. Good.,Jan discloses her divorce. Phyllis offers sympathy. Kelly immediately connects it to Michael. Jan redirects to careers. Phyllis defends the group's current balance. Angela says at least no kids. Jan calls a five-minute break. Kelly closes with a sincere observation about Jan's beauty and sadness.,S2E15-SC41,41,2
Dwight finds a bobblehead of himself on his desk; realizes it's from Angela; reacts with pure joy | secret love received,0.8,Angela,"Dwight, Jim",0.2,16,Valentine's Day,"Dwight: What's this? What is this?
Jim: I dunno, it's on
Dwight: Yeah, but who put it here? And for what purpose?
Jim: It was there when I sat down.
Dwight: [opens box and reads card] Happy Valentine's Day. [pulls out bobble head] It's me. I'm the bobble head. Yes! [Angela smirks in background] Ahh!",Dwight arrives at his desk to find a small gift box. Jim is nearby. Angela is in the background.,8,He opened it. He said yes. He knew immediately. I'm smirking — I need to stop smirking. I'm containing it. He's so happy.,To watch him receive it without anyone seeing her watch.,0.9,He said yes. That was the right gift. I knew it would be.,"Dwight finds a bobblehead of himself, reads the card, and erupts in genuine delight. Angela watches from the background with a contained smirk. Jim has no idea what's happening.",S2E16-SC10,10,2
Dwight tells Angela someone got him the best gift he's ever received; Angela pretends not to know anything; promises she'll get something too | covert gift loop,0.6,Angela,"Angela, Dwight",0.3,16,Valentine's Day,"Dwight: Hello Angela. Did you hear, somebody rocked the house and got me the best present I've ever gotten.
Angela: Really? I wouldn't know anything about that, but I'm glad you enjoyed it.
Dwight: Oh I did. I did.
Angela: I didn't get anything for Valentine's Day.
Dwight: Oh, I bet you will before the day is over.
Angela: Really? Well, I hope I do.",Dwight approaches Angela's desk. He has just received the bobblehead. Angela gave it to him but the relationship is secret.,7,He knows it was me. He's saying it without saying it. I'm saying I wouldn't know anything. I mentioned I didn't get anything — that was deliberate. He said I will before the day is over. He means it.,To maintain plausible deniability while receiving confirmation that he loved it — and to plant the expectation of reciprocation.,0.7,He promised I'll get something. He never breaks a promise like that.,Dwight announces the bobblehead to Angela in a way that lets her know he knows. Angela maintains deniability while noting she got nothing. Dwight promises she will before the day ends. The exchange is fully coded.,S2E16-SC18,18,2
Oscar receives a Valentine's plant from his mom; Angela gets nothing; Pam delivers it and says 'join the club' | quiet inventory of the unloved,0.6,Angela,"Angela, Delivery man, Kevin, Oscar, Pam",-0.4,16,Valentine's Day,"Delivery man: [with flowers] Can you sign?
Pam: [delivering plant to Oscar's desk] Oscar.
Angela: Nothing for me?
Pam: [walks away] Join the club.
Kevin: Whose it from? [to Oscar]
Oscar: My mom. [puts card in pocket]",Another delivery arrives at the office. This one is a plant addressed to Oscar.,5,Nothing for me. Pam said join the club. Dwight promised before the day was over. It's not over.,To check whether anything has arrived for her.,-0.6,Pam said join the club. Dwight said before the day is over. I'm waiting.,"Pam delivers a plant to Oscar. Angela asks if there's nothing for her. Pam says join the club and walks away. Oscar's plant is from his mom, which he quietly pockets.",S2E16-SC33,33,2
Dwight delivers cascading false bad news to demonstrate his public speaking; Michael confesses it was all fake; Stanley asks about the bonuses | Dwight's failed lesson attempt,0.9,Angela,"Angela, Dwight, Kelly, Michael, Oscar, Pam, Phyllis, Stanley",-0.7,17,Dwight's Speech,"Stanley: Go ahead. Get the wallpaper. Wallpaper the ceiling if you want. Call Terri and tell her she...
Phyllis: It's unbelievable!
Dwight: Excuse me! May I have your attention please? There has been an accident on 84 West. Cars have skidded off the road into the safety railing. Several cars have flipped. There is broken glass everywhere. Several people are injured.
Pam: Do we know anyone who was in the accident?
Dwight: Brad Pitt. Also there will be no bonuses.
Stanley: Why would this affect our bonuses?
Dwight: They are unrelated.
Kelly: Is Brad okay?
Dwight: He will never act again. Also, this branch is closing.
Oscar: What the hell is going on here?
Angela: Are we out of jobs?
Kelly: This is karma because of what he did to Jennifer Aniston.
Michael: He's kidding. Dwight was kidding and I don't know why because it wasn't funny... and it was just horrible.
Stanley: Michael?
Stanley: You said we were getting bonuses.
Michael: All right. Everybody in the conference room now. Let's go. Let's do it.
Stanley: Cancel wallpaper.",Dwight is trying to demonstrate he's learned Michael's lesson. He begins announcing bad news to the office.,2,Are we out of jobs. He said yes. Conference room.,To understand her employment status.,-0.8,We're going to the conference room.,"Dwight attempts to demonstrate Michael's 'say anything' lesson by announcing a highway crash, Brad Pitt's career ending, the bonus cancellation, and branch closure — all unrelated. Michael distances himself. Stanley asks about the bonuses. The conference room is summoned. Stanley cancels the wallpaper.",S2E17-SC18,18,2
Michael tells Dwight the grim reaper is here; Angela wishes Dwight the very best of luck | the send-off,0.6,Angela,"Angela, Dwight, Michael",0.4,17,Dwight's Speech,"Michael: It's time, Dwight. The grim reaper is here.
Angela: The very best of luck to you, Dwight.
Dwight: Thank you, Angela.",It is time to go to the convention.,6,Very best of luck. I mean it. I'm saying it formally because we can't say anything else here. Very best of luck.,To send Dwight with something real.,-0.3,I meant it. He thanked me.,Michael invokes death. Angela gives a formal blessing. Dwight thanks her.,S2E17-SC27,27,2
Angela coughs and says she might go home sick; Kevin notes he's never seen her take a sick day; Angela fires back | the foreshadowing,0.8,Angela,"Angela, Kevin",-0.3,17,Dwight's Speech,"Angela: [coughs] [sniffles] I am just feeling under the weather. And... I think that I will go home and rest.
Kevin: I've never, ever seen you take a sick day.
Angela: Well, I've seen you take enough for the both of us.",Angela is not feeling well — or appearing not to.,6,Under the weather. I'll go home and rest. Kevin said he's never seen me take a sick day. I said he's taken enough for both of us. I need to go. Dwight is going to give a speech.,To leave the office for reasons she can't state.,-0.6,I need to be there. I said under the weather. I'm going.,Angela claims illness and is going home. Kevin notes the unprecedented nature of it. Angela deflects with Kevin's record.,S2E17-SC31,31,2
Sasha offers to help with setup; Angela declines; Kelly says she can't wait to get pregnant; Angela says she'd want two small well-behaved boys | contrasting visions of motherhood,0.4,Angela,"Angela, Kelly, Sasha, Toby",0.8,18,Take Your Daughter to Work Day,"Angela: Can you put that down there?
Kelly: Yep. [spreads tablecloth]
Toby: [to Sasha] Okay, tell them what you wanted to say.
Sasha: Do you need any help?
Angela: No. Thanks. We'd... have to explain everything, it's probably just easier if we do it ourselves.
Toby: Alright, I wasn't expecting that. Let's uh... let's go draw.
Kelly: Oh my God, she is so cute, I want to die. Don't you just love kids, Angela?
Angela: I guess I wouldn't mind a pair of small, well-behaved boys.
Kelly: God I cannot wait to get pregnant and have babies!",Angela and Kelly are setting up something. Toby has brought Sasha over to help.,5,"The child offered to help. Teaching her would be slower than doing it. I said no, thank you. Kelly is asking if I love kids. A pair of small well-behaved boys. That is what I would want. I made eye contact with Dwight. He knows what I mean.",To do the task correctly and specify her parenting preferences when asked.,0.2,Two boys. Well-behaved. Small. That's the specification.,"Toby brings Sasha to help. Angela declines the help efficiently, sending them away. Kelly gushes. Angela articulates her ideal children: a pair, small, well-behaved, male.",S2E18-SC12,12,2
Angela says she hopes her future mate has the same strict disciplinarian qualities as her father and makes eye contact with Dwight | private signal sent,0.5,Angela,Angela,0.9,18,Take Your Daughter to Work Day,"Angela: You know, I never misbehaved in front of my father because he was a very strict disciplinarian. I can only hope my mate has some of those same qualities [makes eye contact with Dwight].",Angela addresses the camera about her upbringing and future family.,6,My father was strict. I admired that. My mate should be that. I'm looking at Dwight while saying this. He knows.,To communicate her expectations to Dwight in a format the camera records but no one can accuse her of stating directly.,0.4,I said it on camera. He saw the look. That's a message delivered.,Angela describes her father's disciplinary style approvingly and signals to Dwight — via eye contact — that this is the standard she holds for a partner.,S2E18-SC27,27,2
Angela orders pizza; refuses pepperoni and extra cheese; threatens to teach children about obesity | dietary control extended to others,0.7,Angela,"Angela, Pam, Phyllis, Ryan",0.9,18,Take Your Daughter to Work Day,"Angela: Okay. I think five plain and one veggie should be fine.
Phyllis: How about pepperoni?
Ryan: I like extra cheese.
Angela: Absolutely not.
Pam: I like extra cheese, too.
Angela: Fine. The first lesson we'll teach children will be about obesity.
Ryan: Thank you.",The group is ordering pizza for the children. Angela is making the decisions.,3,Plain and veggie. Phyllis wants pepperoni. No. Ryan wants extra cheese. No. Pam too. Fine — obesity lesson. That's the consequence.,To ensure the children are fed appropriately and that she maintains control over the order.,-0.4,Plain and veggie. The lesson about obesity is a real option I have.,Angela orders plain and veggie. Phyllis requests pepperoni — no. Ryan requests extra cheese — absolutely not. Pam agrees with Ryan — Angela threatens to teach obesity as the lesson. Ryan thanks her.,S2E18-SC42,42,2
Kevin asks Angela if he can be head accountant just for today; Angela refuses on the grounds that Abby is a bright girl | authority preserved against a child,0.3,Angela,"Abby, Angela, Kevin",0.8,18,Take Your Daughter to Work Day,"Abby: I'm gonna go read my book now.
Kevin: [whispering] Angela. Is it okay if I'm the head accountant today?
Angela: I'm the head accountant.
Kevin: Yeah, but can I say that I'm it, just for today?
Angela: I can't set that kind of precedent. She's a bright girl. She'd see right through that.",Abby has said she's going to read her book. Kevin asks Angela a favor.,3,I'm the head accountant. Kevin wants to say he is just for today. The precedent is impossible. Abby is a bright girl. She would know.,To maintain accurate organizational structure and protect Abby from misinformation.,0.2,I can't set that precedent. That's the correct position.,"Kevin requests to be named head accountant for the day, just to say it. Angela refuses on the grounds that Abby is bright enough to see through the fiction.",S2E18-SC46,46,2
The party committee collides with Dwight's surprise demands | control,0.6,Angela,"Angela, Dwight, Pam, Phyllis",0.8,19,Michael's Birthday,"Phyllis: When should we bring out the cake, one or one thirty?
Pam: One's good.
Angela: One thirty. [Pam yawns] I'm sorry, are we boring you?
Dwight: Party planning committee, listen up. Michael would like trick candles for his birthday cake, so make that a priority.
Phyllis: Where do we get those?
Dwight: Not my problem. Here is a list of things that Michael would like to be surprised by. [hands list to Pam]
Pam: Michael wants a strippergram?
Dwight: Yes, but he doesn't want to know when, or whom.
Angela: No. This is a closed door meeting.",The party planning committee is trying to settle practical timing for Michael's birthday celebration. Dwight inserts himself with a list of Michael's requests and treats the matter as urgent.,4,"This is my committee, not Dwight's circus. A strippergram is inappropriate, and Pam yawning in a meeting is also inappropriate. If I do not impose standards, Michael's birthday will become vulgar and disorganized.",protect the party planning committee's authority and moral boundaries,0.2,I had to close the door because people were forgetting what a committee is for. Order and decency do not happen by accident here.,"Phyllis, Pam, and Angela debate timing while Dwight demands trick candles and relays increasingly inappropriate surprise ideas. Angela shuts down the discussion by asserting committee authority.",S02E19-SC7,7,2
Oscar comforts Kevin while Angela refuses easy reassurance | blunt care,0.4,Angela,"Angela, Kevin, Oscar",0.2,19,Michael's Birthday,"Oscar: Skin cancer is treatable.
Kevin: Right.
Oscar: It's going to be okay.
Angela: You don't know it's going to be okay. Don't give him false hope. ...It's probably nothing, though.","Kevin is still waiting for results and coworkers are trying to respond. Oscar chooses reassurance, while Angela is uncomfortable with promises no one can guarantee.",6,"Oscar should not promise outcomes he cannot know. False hope is sloppy, and sloppy comfort can be cruel. Still, I know Kevin is frightened, so I add that it is probably nothing because I am not heartless.",correct false reassurance while offering a restrained version of comfort,-0.3,"I was honest, maybe too honest. But in this office, someone has to say what is true instead of what feels pleasant.","Oscar tells Kevin the condition is treatable and that he will be okay. Angela interrupts to reject false hope, then softens only slightly by saying it is probably nothing.",S02E19-SC13,13,2
