title,scene_id,season,episode,scene_number,episode_title,character,characters_involved,given_circumstances,full_dialogue,scene_arc,motivation,internal_thoughts,reflection,importance,pleasure,arousal,dominance
Michael would have sex with Ryan because he'll own a business; Dwight goes back into the burning building | loyalty,S2E04-SC38,2,4,38,The Fire,Jim,"Angela, Dwight, Jim, Kevin, Michael, Roy, Ryan, Stanley",The full group is playing Who Would You Do. Michael arrives and joins. Dwight goes back inside to find Michael's cell phone.,"Stanley: Come on people, you know the rules of the game now.
Michael: Oh, hey. Game, what game are we playing here?
Stanley: Okay. It's called Who Would You Do?
Michael: Oh, I play this at home all the time while I'm falling asleep. What, uh... Where are we? Mmm.. Roy? Roy? Who would you do, Roy?
Roy: Uh... Oh, I got it! Uh, what's the name of that, uh, tight ass, uh, Christian, uh, chick. The, uh, the blond?
Angela: My name is Angela.
Roy: Hey, Angela! Roy. Nice to meet you.
Michael: Aaaall right. Who's next, who's next, who's next? Jim? You're next. Who would you do?
Jim: Um... Kevin, hands down. Yeah. He's really got that teddy bear thing going on, and afterwards, we could just watch bowling.
Michael: Well, I would definitely have sex with Ryan. 'Cause he is going to own his own business.
Roy: You're all gay.
Michael: Who's, uh... Who's next? Who we got? Whooo...
Ryan: [answers phone] Hey, no, I can talk, I can talk, I can talk... this is great timing.
Michael: Wish I had my cell phone, but I left it inside. So...
Dwight: Would that make you happy?
Michael: What's that?
Dwight: If you had your cell phone, it would make you happy?
Michael: Yeah.
Dwight: I'm on it.
Michael: Dwight. Hey!
Angela: You can't go in yet!
Michael: Dwight, don't! He is an idiot. The man is an idiot, ladies and gentlemen.
Kevin: What if he dies in the fire? And that's the last thing you ever said to him.
Michael: I didn't say it to him. I said it about him.",Michael joins the Who Would You Do game. Roy names Angela. Jim chooses Kevin for the bowling. Michael would have sex with Ryan because he'll own his own business. Dwight goes inside to get Michael's phone. Michael calls him an idiot.,To participate in the game without having to name Pam.,Kevin. Hands down. Teddy bear thing. We'd watch bowling afterward.,I named Kevin. That was the most defensible answer available.,6,0.4,0.8,0.6
Dwight emerges coughing; reveals Ryan's cheese pita started the fire; Michael and Dwight pile on | consequence,S2E04-SC40,2,4,40,The Fire,Jim,"Dwight, Jim, Michael, Ryan",Dwight emerges from the building coughing. He reveals Ryan started the fire with his cheese pita.,"Jim: [on the phone] Hey, where are you? Oh good. Yeah. We're just here, we're playing Desert Island. It's when you pick your five favorite DVDs...
Michael: Seriously, where the hell is Dwight? Hey, call my cell phone. It'll make it easier for him to find.
Ryan: What's your number?
Michael: I gave it to you in the car.
Ryan: Um...
Michael: I saw you program it in.
Ryan: You got to... you got to give it to me again.
Michael: Okay. Alright.
Ryan: Now I have it.
Michael: Uh, I better tell somebody. [to fireman] Excuse me, sir...
Dwight: [coughing]
Michael: Dwight!? Great goin'. God, Man! Why did you go in there? What... Everybody was scared out of their wits, man? Oooh.
Dwight: [coughing] Everyone, okay? Uh, I have an announcement. Apparently, in business school, they don't teach you how to operate a toaster oven. Because some smart, sexy temp left his cheese pita on oven instead of timing it for the toaster thing.
Michael: Wow. Okay. Well, I guess they don't teach how to operate a toaster oven in business school.
Dwight: That's exactly what I said.
Michael: Hey, did you miss that day there, Ryan?
Dwight: Were you absent?
Michael: Toaster Oven 101?
Dwight: You failed?
Ryan: I am so sorry.",Dwight emerges coughing. He announces the fire was caused by Ryan's cheese pita on oven mode. Michael and Dwight team up to humiliate Ryan over the toaster oven.,To watch the scene unfold while on the phone with Katy.,I was explaining Desert Island to Katy. Dwight emerged. The announcement happened. I watched.,I was on the phone with Katy when Dwight came out. I watched the cheese pita reveal.,4,0.2,0.7,0.4
Katy arrives with prepared Desert Island answers; her first movie is Legally Blond | consequence,S2E04-SC45,2,4,45,The Fire,Jim,"Jim, Katy",Katy arrives at the parking lot for lunch. Jim introduces her to the Desert Island game.,"Katy: Hi!
Katy: How are you?
Jim: Good, how are you?
Katy: I'm good. It's good to see you.
Jim: Good to see you, too.
Katy: I'm hungry.
Jim: Yeah, I am too.
Katy: Oh, I have been thinking the whole way over and I have my answers.
Jim: What answers?
Katy: Um, for the... the desert island.
Jim: Oh! Right! Right, right, right, come-ah on, on, on. [to everyone] Ladies and gentlemen! Gather around! We have one more participant. Come on, be polite. Be polite. [to Katy] Desert Island. Five movies. Go.
Katy: Okay, um, first, Legally Blond.",Katy arrives. She has prepared her Desert Island answers. She opens with Legally Blond.,To welcome Katy and restart the game for her.,She arrived. She has her answers prepared. She drove all the way here for lunch during a fire evacuation. Legally Blond.,She prepared Desert Island answers. Her first answer is Legally Blond. I'm going to have to address that.,5,0.6,0.6,0.8
Jim winds down the game and takes Katy to lunch | consequence,S2E04-SC47,2,4,47,The Fire,Jim,"Jim, Katy",The game is winding down. Jim suggests going to lunch with Katy.,"Jim: Okay, I think the game's over... People are like leaving. There was a bigger crowd last time. Do you just want to go to lunch?
Katy: Okay.
Katy: Alright! You want to drive?
Jim: Sure.
Katy: Alright.",Jim winds down the game and asks Katy if they should just go to lunch. They leave together.,To wind down and take Katy to lunch.,"Game's over, people are leaving. Bigger crowd last time. Lunch? Yeah? She said alright. She asked if I want to drive. Sure.",We're going to lunch. Katy said they are soo cute about Roy and Pam.,5,0.5,0.4,0.6
Jim asks where seventy and clear is; Pam says that's here | intimacy,S2E04-SC54,2,4,54,The Fire,Jim,"Jim, Pam",Jim and Pam are outside. Jim asks where seventy and clear is. Pam says it's here.,"Jim: Seventy and clear, that's nice. Where's that?
Pam: That's here.",Jim asks where seventy degrees and clear is. Pam says that's here.,To note the weather.,Seventy and clear. That's nice. Where's that?,She said here. Seventy and clear is here. With Pam.,7,0.9,0.4,0.6
Jim says he'd probably be somewhere else if he'd had fewer outside classes; Pam says he's not stuck | intimacy,S2E04-SC61,2,4,61,The Fire,Jim,"Jim, Pam",Jim and Pam are talking outside about fire drills and outside classes. Jim mentions being stuck at a paper company.,"Pam: I like fire drills. You know what's the greatest? Like, when you were in school and the teacher would let you have class outside.
Jim: Oh, the best.
Pam: Yeah, it was great because it was like you're supposed to be working, but nothing ever gets done.
Jim: Yeah, we had outside classes all the time and we never did anything.
Pam: [chuckling]
Jim: Actually if I had fewer outside classes, I probably wouldn't be stuck here at a paper company.
Pam: You're not stuck.",Jim and Pam talk about fire drills and outside classes. Jim says he'd probably be somewhere else if he'd had fewer of those. Pam says he's not stuck.,To make conversation with Pam about fire drills and accidentally reveal something true.,Outside class is great because you're supposed to be working but nothing gets done. If I'd had fewer outside classes I probably wouldn't be stuck here at a paper company.,I said stuck. Pam said you're not stuck. Both things we said were true from our respective positions.,8,0.3,0.5,0.2
Toby gives his Desert Island movies and wins; Jim says those are like his favorites | intimacy,S2E04-SC64,2,4,64,The Fire,Jim,"Jim, Toby",Jim asks Toby for his Desert Island movies. Toby wins Desert Island.,"Jim: Okay, DVDs. Five movies. What would you bring to the island? Toby, go ahead.
Toby: Say Anything, The Shining, Annie Hall, that's too obvious.
Jim: Those are like my favorite movies. I didn't really think you could win Desert Island, but I think you just did.
Toby: Toy Story 2, one of the best movies I ever saw. I went for my daughter and stayed because you can't leave your daughter in a theater.","Toby gives his movie list: Say Anything, The Shining, Annie Hall. Jim says those are like his favorites. Toby wins Desert Island.",To discover that Toby wins Desert Island.,"I didn't really think you could win Desert Island but I think you just did. Say Anything, The Shining, Annie Hall — those are like my favorites.",Toby won Desert Island. Those are my favorites too. I didn't know Toby and I had this.,7,0.7,0.4,0.4
Jim tells Pam he and Toby used to sit together until Michael moved them for talking too much | observation,S2E04-SC65,2,4,65,The Fire,Jim,"Jim, Pam",Jim mentions to Pam that he and Toby used to sit together until Michael moved them.,"Jim: Toby and I used to sit together until Michael moved us because he thought we talked too much.
Jim: Yeah.",Jim tells Pam he and Toby used to sit together until Michael separated them for talking too much.,To share the Toby seating history with Pam.,Toby and I used to sit together. Michael moved us because we talked too much.,Michael moved us because we talked too much. That was when I learned Dunderball exists separately from Michael.,5,0.3,0.2,0.2
Kevin's list includes both Cannonball Runs and both Bernie's; Stanley finds a business connection; Jim shuts it down | joy,S2E04-SC66,2,4,66,The Fire,Jim,"Jim, Kevin, Stanley",Kevin gives his movie list. Stanley notices a business connection through Groundhog Day. Jim shuts it down.,"Jim: Kevin, do it.
Kevin: Uh, Cannonball Run, Cannonball Run II, [snickering] Weekend at Bernie's, Weekend at Bernie's II, and, oh, Groundhog Day.
Jim: Groundhog Day.
Stanley: I have a client who watches that movie once a week, at least.
Kevin: Really?
Stanley: I should put you in touch with him. Maybe we could get together and work on that account.
Kevin: I would love that.
Jim: Okay, guys, guys, guys. That almost sounded like business, and we are trying to focus here today, okay?","Kevin's list includes Cannonball Run I and II, Weekend at Bernie's I and II, and Groundhog Day. Stanley and Kevin find a business connection through Groundhog Day. Jim shuts down the accidental productivity.",To receive Kevin's list and prevent accidental productivity.,"Kevin's list: Cannonball Run I and II, Weekend at Bernie's I and II, Groundhog Day. Stanley found a business connection. That almost sounded like business. We are trying to focus here today.",Stanley and Kevin almost did business through Groundhog Day. I shut it down. The games must remain pure.,5,0.6,0.5,0.5
Jim learns business school costs $650 a credit; Ryan says it's an investment | observation,S2E04-SC68,2,4,68,The Fire,Jim,"Jim, Ryan",Jim and Ryan discuss the cost of business school.,"Jim: And then you go to school for three years.
Ryan: For two years, and it's only at night, and then it's on your resume forever.
Jim: Wow. And just out of curiosity, how much is it?
Ryan: $650 bucks
Jim: A semester?
Ryan: A credit.
Jim: Wow.
Ryan: It's an investment.
Jim: Oh, yeah, it sounds like it.
Ryan: I think it's worth it.
Jim: Yeah.","Jim learns business school costs $650 a credit. Two years, nights only, on the resume forever.",To understand the financial commitment Ryan is making.,"Two years, nights only, on the resume forever. $650 a credit. Per credit. It's an investment.",Six-fifty a credit. Per credit. It sounds like a lot. He says it's worth it.,5,0.1,0.3,0.3
Jim's three-hole-punch costume versus Dwight's $129 Sith Lord; Phyllis calls Dwight an ass | rivalry,S2E05-SC4,2,5,4,Halloween,Jim,"Dwight, Jim, Phyllis",Dwight and Jim are at their desks. Jim is wearing three pieces of paper taped to his shirt. Dwight has a $129 Sith Lord costume.,"Dwight: [eyeing Jim's costume] What is that?! What are you supposed to be?
Jim: I'm a three hole punch version of Jim. 'Cause you can have me either way. Plain White Jim, or Three-hole Punch.
Phyllis: That's great!
Jim: Oh, yeah.
Dwight: Yeah, well look... [pulls his hood over his head and pops up his light saber] What about me?
Phyllis: What are you? A monk?
Dwight: I am a Sith Lord. [looks at Jim] Oh big deal. Three round pieces of paper taped to a shirt. This cost me 129 dollars.
Phyllis: Ass.",Dwight interrogates Jim's three-hole-punch costume. Jim explains it. Phyllis says it's great. Dwight reveals the $129 Sith Lord. Phyllis calls him an ass.,To wear the simplest possible costume and defend its conceptual purity.,Three pieces of paper taped to a shirt. Three-hole punch Jim. Plain White Jim or Three-hole Punch Jim — either way. Dwight demanded to know what I am. Phyllis said it's great. Dwight revealed his Sith Lord. Phyllis called him an ass.,Phyllis said it's great and called Dwight an ass. That's the full score of this costume.,6,0.8,0.6,0.7
Jim and Pam translate dog-like obedience to authority into the ultimate team player on Dwight's resume | intimacy,S2E05-SC8,2,5,8,Halloween,Jim,"Jim, Pam",Jim and Pam are working on Dwight's resume to post online.,"Pam: Okay, greatest strength.
Jim: Okay, okay...
Pam: A dog-like obedience to authority
Pam: But that doesn't sound good.
Jim: Okay, okay. Um, how 'bout, the ultimate team player? [Pam laughs and types]",Jim and Pam are building Dwight's resume. Dog-like obedience to authority becomes the ultimate team player.,To help Pam build Dwight's resume using the most flattering possible translations.,Dog-like obedience to authority — that's accurate but sounds bad. The ultimate team player — that's the translation.,The ultimate team player is the best available encoding of the obedience fact. She typed it.,5,0.7,0.5,0.6
Jim explains the Dwight resume project; Alaska or India preferred | rivalry,S2E05-SC9,2,5,9,Halloween,Jim,Jim,Jim is speaking to the documentary camera about the Dwight resume project.,"Jim: Dwight is... special. But, I don't believe that his talents are being used in this office. So Pam and I have put his resume on Monster.com, Google, Craig's List. We're really interested most in jobs that take Dwight out of state. Um, preferably Alaska... or India.",Jim explains the resume project to camera: Alaska or India preferred.,To explain the resume project and the geographic preference for Dwight's next placement.,"Dwight is special but his talents aren't used here. Monster, Google, Craigslist. Alaska or India preferred.",Alaska or India. We're being aspirational about the distance.,5,0.6,0.4,0.7
Pam says gun nut; Jim translates it to sticks to his guns | intimacy,S2E05-SC10,2,5,10,Halloween,Jim,"Jim, Pam",Jim and Pam are editing the resume — specifically the firearms language.,"Pam: He's a gun nut.
Jim: Um. He sticks to his guns.",Pam says gun nut; Jim translates it to sticks to his guns.,To translate gun nut into resume-appropriate language.,Gun nut — he sticks to his guns. That's the translation.,Sticks to his guns. Done.,4,0.6,0.4,0.5
Jim impersonates Michael Scott giving Dwight the most enthusiastic personal and financial reference possible | rivalry,S2E05-SC18,2,5,18,Halloween,Jim,Jim,Jim has intercepted the Cumberland Mills call and is impersonating Michael Scott.,"Jim: Um... Whoa. [picks up ringing phone][in managerial voice] Michael Scott here. Yes, I am regional manager of this orifice. Mmm hmm. Dwight Schrute is amazing. Yeah. No, he is actually the single greatest employee of his generation. Mm hmm. You know what? I'm gonna tell you what. You hire Dwight K. Schrute, and if he does not meet, nay, exceed every one of your wildest expectations, well then, you can hold me, Michael Gary Scott, personally and financially responsible. Okay. Okay. Okay-kay-kay-kay-kay. Okay.","Jim intercepts the call and impersonates Michael Scott, giving Dwight an enthusiastic personal and financial recommendation.",To impersonate Michael Scott and give Dwight the most enthusiastic possible recommendation.,Regional manager of this orifice. Dwight Schrute is amazing. Single greatest employee of his generation. If he doesn't meet nay exceed every expectation hold me Michael Gary Scott personally and financially responsible. Okay-kay-kay-kay-kay.,Personally and financially responsible. Orifice. Michael Gary Scott. That was the full commitment. Okay-kay-kay-kay-kay.,7,0.8,0.7,0.8
Pam tells Jim to take the Maryland job; he starts to leave; she calls his name | intimacy,S2E05-SC26,2,5,26,Halloween,Jim,"Jim, Pam",Pam tells Jim directly that he should take the Maryland job.,"Pam: Don't take this the wrong way, but... you should go for that job.
Jim: Um... it's in Maryland.
Pam: Yeah, but I mean, look at the salary. And it's definitely a step up. And a challenge.
Jim: Yeah. Yeah. You know what? Maybe... maybe I will. [starts walking away]
Pam: Jim...",Pam tells Jim to take the Maryland job. He says it's in Maryland. She says look at the salary. He says maybe he will and starts walking away. She calls his name.,To receive Pam's advice about the Maryland job and process what it means.,"She said don't take this the wrong way but take the job. It's in Maryland. She said look at the salary, step up, challenge. Maybe I will. I started walking away. She called my name.",She said his name after I started walking away. I don't know what she was going to say next. She called my name.,8,0.8,0.6,0.2
Jim is mid-talking-head about Michael's decision paralysis when Michael interrupts to ask for help | consequence,S2E05-SC28,2,5,28,Halloween,Jim,"Jim, Michael",Jim is in the middle of a talking head about Michael's decision paralysis when Michael interrupts him.,"Jim: Honestly, I don't think Michael has the slightest clue of who he's gonna fire. I think he keeps hoping that someone's going to volunteer. Uh, or be run over by a bus before the deadline. But in the end, really, what's going to happen is it's gonna be the first person to give him a dirty look in the hall. And therein lies the true essence of his charisma.
Michael: [clearing his throat and interrupting Jim's talking head] Can I speak to you a minute?
Jim: Um... yes.",Jim is mid-talking-head about Michael's decision paralysis when Michael interrupts to ask for help.,To be interrupted in the middle of a talking head about Michael's decision paralysis.,I was saying he'd fire the first person to give him a dirty look in the hall. He interrupted me. Um yes.,He interrupted me mid-talking-head to ask for help. I was literally describing his problem when he appeared to demonstrate it.,6,0.2,0.4,0.3
Michael wants Jim to role play the firing; Michael as Creed threatens suicide and murder; Jim escapes via the phone | avoidance,S2E05-SC29,2,5,29,Halloween,Jim,"Jim, Michael",Michael wants Jim to role play the firing conversation with him as practice.,"Jim: Michael, I really didn't mean to...
Michael: Help. Me.
Jim: I'm sorry?
Michael: I want you to role play firing me. I want you to fire me, and I will take it.
Jim: Oh, you want me to be you?
Michael: I want you to be me, and I will be Creed.
Jim: Oh, are you firing Creed?
Michael: No, no, no. That's just the first thing... came... in head.
Jim: We should switch seats in order to...
Michael: Yes, that's a good idea.
Jim: Alright. [they stand up] Excuse me. [They sit down] I'm really sorry, but I have to let you go. And it's purely budgetary. It's not personal...
Michael: Aaaahh! I'm gonna kill myself!
Michael: I'm going to kill myself, and it's your fault!
Jim: That's an overreaction.
Michael: Corporate is really breathing down my neck. And they're saying this has to be done by the end of the month.
Jim: Is this you? Are you being you, or is this Creed? Are you...
Michael: I... this is Creed.
Michael: I'm improvising, so just try to keep up. [phone rings]
Jim: Oh, hold that thought. Hold that thought.
Michael: And I'm very angry, and I want...
Jim: [picks up the phone] Michael Scott here.
Michael: I'm gonna kill you. I'm going to kill you for firing me.
Jim: Toby? Mm hmm. [looks back to Michael] I really have to take this Creed, so it was really worth...
Michael: Get off, get off. No, no. OK.. just get off. [sits back down in his chair and waves Jim off.] Just, just... yeah.",Michael wants Jim to role play the firing as practice. Jim plays Michael firing Creed. Michael as Creed threatens suicide. Jim breaks character when the phone rings. Michael dismisses him.,To perform the role play and escape it gracefully when the phone rings.,He wants me to be him and he'll be Creed. Okay. I sat in his chair. I'm really sorry purely budgetary not personal. He threatened suicide. Overreaction. He escalated to murder. I'm improvising. Phone rang. Oh hold that thought. Michael Scott here. Toby. I really have to take this Creed. He waved me off.,I took the phone call as Michael Scott because it was the most available exit from the role play. Toby's call was genuine cover.,6,-0.1,0.7,0.2
"Pam asks if it was Jim; Jim says it wasn't him; Pam says she was... Jim says yeah, I know | intimacy",S2E05-SC30,2,5,30,Halloween,Jim,"Jim, Pam",Pam checks in with Jim after the role play session ended abruptly.,"Pam: What happened?
Jim: It wasn't me.
Pam: Oh. That was like crazy. 'Cause I was...
Jim: Yeah, I know.","Pam asks if it was Jim. Jim says it wasn't him. Pam says that was crazy, she was... Jim says yeah, I know.",To reassure Pam that it wasn't him.,It wasn't me. She was worried.,She was worried. It wasn't me.,4,0.5,0.5,0.4
Pam apologizes to Jim for pushing him toward Maryland; says if he left she'd blow her brains out | intimacy,S2E05-SC38,2,5,38,Halloween,Jim,"Jim, Pam",Pam catches Jim in the hallway and apologizes for pushing him toward the Maryland job.,"Pam: Oh, hey, Jim. Wait, stop. Um, I'm sorry... for pushing you towards Cumberland. Seriously, if you left here, I would blow my brains out.
Jim: [motions for her to follow him] Come on.",Pam apologizes for pushing Jim toward Maryland. She says if he left she'd blow her brains out. Jim motions for her to follow him.,To receive the apology and the blow-your-brains-out comment.,She said if I left she'd blow her brains out. I motioned for her to follow me.,She said blow your brains out. I motioned her to come with me. I didn't say anything about what she just said.,8,0.3,0.6,0.3
Jim explains blow-your-brains-out is a figure of speech meaning they're friends; if she left he'd take the Maryland job because he likes soft shell crab | avoidance,S2E05-SC39,2,5,39,Halloween,Jim,Jim,Jim is speaking to the documentary camera about what Pam's blow-your-brains-out comment means.,"Jim: That's just a figure of speech, you know? Blow your brains out? Come on. All it really means is that we're friends. Who else is she gonna talk to if I'm gone, right? I mean, if she left, I wouldn't blow my brains out. Of course, I would take that job in Maryland. Because it's double the pay, and soft shell crab just happens to be my favorite food.","Jim tells camera blow-your-brains-out is a figure of speech meaning they're friends. If she left, he'd take the Maryland job because it's double the pay and he likes soft shell crab.",To explain the blow-your-brains-out comment for camera.,It's a figure of speech. We're friends. If she left I wouldn't blow my brains out. I would take the Maryland job because it's double the pay and I like soft shell crab.,If she left I would take the Maryland job. Both things are true simultaneously. I mentioned soft shell crab.,9,0.2,0.4,0.2
Toby asks for the name; Michael names Toby; Toby says he reports to New York; Michael says he'd have fired Toby if he could have; Toby says I know Michael | consequence,S2E05-SC43,2,5,43,Halloween,Jim,"Jim, Michael, Toby",Toby approaches Michael to get the name of the employee being let go. Jim is nearby.,"Toby: Hey, Jim.
Jim: What's up, Hef?
Toby: Michael?
Michael: What? What?
Toby: Michael, do you have the name of the employee you're letting go? I'd like to start working on out-placement.
Michael: Fine. If you are so anxious to see a head roll, it's you. There. You brought it on yourself. Too bad. Can't say that I'm sorry. It's a relief.
Toby: I don't report to you, Michael. I report to the head of HR in New York.
Michael: You asked for a name, I gave you a name. Now you're not doing your job. Why don't you just resign?
Toby: They would just send someone else. You need to have an HR representative.
Michael: Just know that if I could have fired you, I would have.
Toby: I know, Michael.",Toby asks for the name. Michael gives him his own name. Toby explains he doesn't report to Michael. Michael says if he could have fired Toby he would have. Toby says he knows.,To observe the Toby exchange.,I greeted Toby as Hef. He asked Michael for the name. Michael named Toby. I watched.,Michael told Toby he would have fired him if he could. Toby said I know Michael. That exchange.,5,0.2,0.5,0.2
Jim moves Dwight's desk to the men's bathroom and guides him there with hot-cold clues | rivalry,S2E06-SC1,2,6,1,The Fight,Jim,"Dwight, Jim",Jim has moved Dwight's entire desk setup into the men's bathroom. It is morning.,"Dwight: Where is my desk?
Jim: That is weird.
Dwight: This is not funny. This is totally unprofessional.
Jim: Ok, well, you're the one who lost the desk.
Dwight: I didn't lose my desk.
Jim: Okay, calm down. Where was the last place you saw it?
Dwight: Okay, who moved my desk?
Jim: I think you should retrace your steps.
Dwight: Ok, I am going to tell Michael and this entire office will be punished!
Jim: Colder... warmer... little warmer... there you go, ooh, warmer... warmer... warmer... warmer... warmer ... cold, cold, cold, back up... ooh, ooh, warmer, hot, red hot, hot, very hot.
Dwight: [In bathroom, answers phone] Dwight Schrute.
Jim: [On the phone with Dwight] Hi, Dwight, um, what sort of discounts are we giving on the 20 lb white model.
Dwight: Jim, I've given you this information, like, twenty times.
Jim: I know.
Dwight: It's by the ream?
Jim: Uh, yeah, ream.
Dwight: ...now, $9.78, signs and discounts 7%.
Jim: Ok, thank you, gotta get back to work.
Dwight: Wash your hands, Kevin.","Jim has moved Dwight's entire desk to the men's bathroom. He guides Dwight there with hot-cold clues. Once Dwight finds it, Jim calls him for pricing information. Dwight answers and provides it. He tells Kevin to wash his hands.",To execute the desk-in-the-bathroom prank and conduct normal business while Dwight discovers it.,"Cold, warm, red hot. He found it. I called him immediately for pricing. He answered professionally from the bathroom and gave me the discount information. He told Kevin to wash his hands.",He answered the work phone from the bathroom and gave me accurate pricing data. He told Kevin to wash his hands. The prank is complete.,6,0.8,0.7,0.9
Dwight announces his Sempai promotion; Jim calls it assistant to the Sensei | rivalry,S2E06-SC2,2,6,2,The Fight,Jim,"Dwight, Jim",Dwight is on the phone with his Sensei. Jim is also on a client call nearby.,"Jim: [On the phone] Right, oh let me just check the pricing list. Hold on one second...
Dwight: [Also on the phone] Sensei, hello it's Sempai...
Jim: Umm...
Dwight: Dwight...
Jim: You know what, let me give you a call right back. I'm going to uh, find it and then I'll call you back, thanks.
Dwight: Yes, I just had a ques-... Yes Sensei. Arigatou gozaimashita. Hai.
Jim: Was that your mom?
Dwight: No, that was my Sensei.
Jim: Oh, I thought it was your mom.
Dwight: I am now Sempai, which is Assistant Sensei.
Jim: Assistant to the Sensei, that's pretty cool.
Dwight: Assistant Sensei.",Dwight is on the phone with his Sensei announcing his Sempai promotion. Jim is on a client call simultaneously and mistakes the Sensei for Dwight's mom. The Assistant Sensei / Assistant to the Sensei distinction is contested.,To distinguish the Sempai title from Assistant to the Sensei.,"He was talking to his Sensei. I said was that your mom. He said no, that was my Sensei. I said oh I thought it was your mom. He explained Sempai. I said assistant to the Sensei. He said assistant Sensei.",Assistant Sensei versus assistant to the Sensei. That's the Dwight-Michael dynamic applied to karate. He noticed.,6,0.5,0.5,0.6
Michael calls Ryan's cell pretending to be Michael Jackson then Tito; Ryan hangs up on Tito | performance,S2E06-SC7,2,6,7,The Fight,Jim,"Jim, Michael, Ryan",Ryan is collecting emergency contact information from Jim. Michael is calling Ryan with prank calls from his office.,"Jim: Uh, Larissa Halpert.
Ryan: What's her address? [Ryan's cell phone rings]
Jim: 117 Mount Bergin St.
Ryan: Hello?
Michael: [in his office on his cell phone, talking in a fake high voice] Hey Ryan. This is Michael Jackson calling from Wonderland.
Ryan: Do you mean Neverland?
Michael: This is Tito.
Ryan: What?
Michael: Calling from... [Ryan hangs up]","Ryan is collecting Jim's emergency contact. Michael calls Ryan's cell pretending to be Michael Jackson, then Tito. Ryan hangs up.",To give Ryan his emergency contact while receiving Michael's prank call.,Larissa Halpert. 117 Mount Bergin. Michael called Ryan as Michael Jackson. Neverland not Wonderland. Then Tito. Ryan hung up.,Neverland not Wonderland. Ryan hung up on Tito. Michael is having a good time in his office.,4,-0.1,0.5,0.2
Pam reads Jim's palm using a website; Jim has very nice teeth | intimacy,S2E06-SC8,2,6,8,The Fight,Jim,"Jim, Pam",Jim and Pam are at reception. Pam is reading Jim's palm using a website. Jim is wearing boxing gloves from the dojo visit.,"Pam: [Reading Jim's palm] You're major and minor lines cross at a ridge - that sucks.
Jim: You making this up as you go along, aren't you?
Pam: I am just following the website.
Jim: Well, at least I don't have cavities.
Pam: Yes, you have very nice teeth.
Jim: Thanks.",Pam is reading Jim's palm using a website. He has nice teeth. They are wearing boxing gloves.,To do the palm reading bit with Pam.,Her love line — I can't see anything with the gloves on. She said look closer. She tapped me in the face. One point. I tapped her forehead. Tied. Bring it Beesley. I picked her up. Meredith watched.,Bring it Beesley. I picked her up. Meredith turned around. That was the full arc of the palm reading.,7,0.7,0.4,0.7
Jim reveals Dwight's stolen purple belt and makes him say please; Dwight explains it as a message about physical domination | rivalry,S2E06-SC10,2,6,10,The Fight,Jim,"Dwight, Jim",Jim has stolen Dwight's purple belt. Dwight demands it back.,"Jim: Hey, Dwight. As Sempai, do you think there is ever going to be a day where humans and robots can peacefully co-exist?
Dwight: Impossible. The way they're programmed... You're mocking me.
Jim: No I'm not.
Dwight: Look, I'm going to offer you a little piece of advice. I'm not afraid to make an example out of you.
Jim: Oh, that's not advice. What advice sounds like is this: umm, don't ever bring your purple belt to work because someone might steal it. [reveals Dwight's purple belt]
Dwight: Ok, give that back to me.
Jim: Ok, say please.
Dwight: No. That is not a toy.
Jim: Please?
Dwight: Please?
Jim: Good, and it absolutely is a toy. Arigatou.
Dwight: Arigatou. This is not a toy. This is a message to the entire office so they can see that I am capable of physically dominating them.",Jim has stolen Dwight's purple belt. He reveals it after delivering fake Sempai wisdom. Dwight demands it back. Jim makes him say please. Dwight says the belt is a message about physical domination.,To reveal the stolen purple belt and make Dwight say please.,I asked about human-robot coexistence. He got suspicious. He offered to make an example of me. I revealed the belt. He demanded it back. I made him say please. He said please. Arigatou. He said arigatou. Then explained the belt as a message about physical domination.,He said arigatou back at me and then explained that the belt is not a toy — it's a message about physically dominating the office. Both things happened.,6,0.7,0.6,0.7
Jim asks Dwight who he could beat; Michael claims to have beaten up black belts who told him they were black belts after | self-deception,S2E06-SC12,2,6,12,The Fight,Jim,"Dwight, Jim, Michael",Jim is asking Dwight who he could beat in a fight. Michael enters.,"Dwight: No women or children, unless provoked.
Jim: Ok, Roy?
Dwight: Warehouse guy. Doesn't count.
Jim: Ok. Michael? Could you beat up Michael?
Michael: Yeah, yeah, I don't think that would happen.
Dwight: Because we're friends.
Michael: Because I would kick his ass.
Jim: Well, Dwight's a purple belt, so...
Michael: So? I've beaten up black belts.
Jim: Uh, how did you know they were black belts?
Michael: They told me. After. You see, I used to run with a very tough crowd. Street Fighter types. Real, real bad people, I'm just lucky I got out.",Jim runs the who-can-you-beat game. Michael enters and claims to have beaten up black belts. They told him after. He used to run with street fighters. He's lucky he got out.,To run the who-can-you-beat game and lead Michael into the black belt story.,Could you beat Michael? Michael said he'd kick Dwight's ass. I said Dwight's a purple belt. Michael said he's beaten up black belts. How did he know they were black belts? They told him. After.,They told him after. That is the full answer. After the fight they said they were black belts.,6,0.6,0.6,0.7
